sss	349.226	466.216	537.786	623.822	844.68	1102.71		sss	86670.6	145407	225191	320655	415025	501798	641975	
fft	349.942	444.236	508.216	608.022	817.18	1056.61		fft	84775.2	142660	219418	316251	408041	486911	623071	
bpp	348.576	450.504	513.18	605.414	813.984	1108.66		bpp	84205.9	144021	226886	329964	425143	511062	659829	
bps	349.27	467.648	537.814	649.956	911.4	1214.83		bps	88073.7	146170	223011	318873	408562	487596	624164	
hf	349.316	444.35	513.224	606.18	763.86	1021.98		hf	83726	141167	217679	313596	402161	478387	609912	
mv	348.598	504.116	607.344	739.448	1048.39	1499		mv	95413.7	162521	251979	358005	449651	522596	638467	
sc	351.328	469.71	535.766	627.99	849.556	1112.38		sc	84912.3	143286	221403	316579	411843	507886	660212	
pca	350.694	447.776	509.046	586.838	809.826	1073.4		pca	85786.7	148584	232422	337114	436155	525876	671824	
is	349.272	429.138	490.388	589.522	787.766	1043.74		is	82223.7	140440	218897	316969	405859	479154	612952	
dsss	349.968	462.844	535.802	649.36	906.726	1270.72		dsss	93918.8	152103	228893	325149	416881	497527	631007	
hfi	349.298	442.928	506.942	590.254	789.156	1061		hfi	83709.1	143502	223561	317466	403184	475180	608214	
wdr	348.6	443.596	499.332	596.414	795.322	1047.84		wdr	84495.3	144460	223847	317254	404798	480131	613023	
