sss	0.000328	0.406046	0.424492	0.4426	0.467814	0.487218		sss	0.649922	0.674852	0.702616	0.72705	0.752672	0.7745	0.796174	
fft	0.000342	0.363204	0.382808	0.401116	0.426478	0.436892		fft	0.595438	0.627934	0.657974	0.690422	0.72272	0.754938	0.788846	
bpp	0.000332	0.468238	0.48848	0.510138	0.536976	0.55727		bpp	0.7257	0.744738	0.76225	0.777938	0.791012	0.803256	0.812968	
bps	0.000324	0.342956	0.36103	0.378108	0.402352	0.42128		bps	0.569536	0.599624	0.631304	0.66348	0.697196	0.732864	0.773478	
hf	0.000328	0.347448	0.364512	0.381018	0.403756	0.420676		hf	0.56784	0.597484	0.629892	0.665054	0.698186	0.735756	0.775398	
mv	0.000324	0.365474	0.37936	0.393064	0.411386	0.424772		mv	0.558922	0.584024	0.614354	0.645632	0.680444	0.718764	0.767016	
sc	0.000324	0.46721	0.50472	0.530212	0.5807	0.584054		sc	0.717038	0.733096	0.75609	0.799814	0.799502	0.817656	0.809732	
pca	0.000332	0.321728	0.339416	0.357624	0.381042	0.399494		pca	0.583966	0.611196	0.62538	0.660292	0.694742	0.73018	0.773762	
is	0.000328	0.324224	0.34215	0.35955	0.381344	0.400278		is	0.559872	0.58996	0.63466	0.682142	0.718556	0.739264	0.777312	
dsss	0.000328	0.39768	0.418292	0.436734	0.466646	0.500262		dsss	0.65529	0.680658	0.708742	0.737718	0.764758	0.791384	0.827454	
hfi	0.000328	0.299162	0.31623	0.33312	0.357024	0.37431		hfi	0.531838	0.56265	0.597044	0.634726	0.671762	0.71462	0.763912	
wdr	0.000326	0.31673	0.335208	0.352006	0.374924	0.3943		wdr	0.553552	0.585952	0.619584	0.656904	0.692546	0.734332	0.77623	
