sss	0.000412	0.009564	0.012826	0.016714	0.023566	0.030968		sss	0.506802	0.650438	0.81909	0.973796	1.09474	1.1558	1.17531	
fft	0.00041	0.007972	0.010354	0.013436	0.018728	0.02486		fft	0.438912	0.577976	0.750982	0.918052	1.05847	1.14843	1.17564	
bpp	0.000402	0.004346	0.005674	0.007352	0.010622	0.01451		bpp	0.334892	0.472598	0.639334	0.835576	1.02157	1.13324	1.16106	
bps	0.00041	0.009168	0.011956	0.015488	0.021574	0.027988		bps	0.468524	0.611576	0.782056	0.952352	1.07916	1.15324	1.17392	
hf	0.000418	0.006866	0.009338	0.012394	0.017984	0.024252		hf	0.439364	0.571038	0.722704	0.885462	1.0359	1.13708	1.17702	
mv	0.00041	0.003162	0.00418	0.005324	0.007408	0.009466		mv	0.197492	0.283056	0.414194	0.605528	0.85155	1.07451	1.1386	
sc	0.00041	0.00608	0.008208	0.01115	0.017046	0.023494		sc	0.634958	0.818652	0.983136	1.10391	1.15984	1.17977	1.17166	
pca	0.000402	0.002686	0.00343	0.004324	0.006018	0.007776		pca	0.200792	0.291056	0.431368	0.629168	0.879834	1.08635	1.14096	
is	0.000402	0.0023	0.002954	0.003658	0.005202	0.006676		is	0.229874	0.34907	0.503902	0.72264	0.942934	1.10579	1.14489	
dsss	0.000404	0.006264	0.008384	0.010946	0.015648	0.020676		dsss	0.441754	0.585232	0.754392	0.930712	1.07884	1.16048	1.18118	
hfi	0.000402	0.00244	0.003206	0.004116	0.005772	0.007902		hfi	0.221036	0.334956	0.486924	0.702826	0.927978	1.09435	1.13768	
wdr	0.000406	0.002312	0.00287	0.003694	0.00535	0.00702		wdr	0.218546	0.33092	0.483602	0.704656	0.931508	1.10189	1.14275	
